Sum_Quantity,Mean_UnitPrice,Mean_TotalPrice,Sum_TotalPrice,Count_Invoice,Count_Stock,Mean_InvoiceCountPerStock,Mean_StockCountPerInvoice,Mean_UnitPriceMeanPerInvoice,Mean_QuantitySumPerInvoice,Mean_TotalPriceMeanPerInvoice,Mean_TotalPriceSumPerInvoice,Mean_UnitPriceMeanPerStock,Mean_QuantitySumPerStock,Mean_TotalPriceMeanPerStock,Mean_TotalPriceSumPerStock,cluster
4.984467229113965,1.506343409896452,-0.2684083053707254,4.595722321025919,2.432480513784488,4.7731045506723255,2.0679620054196275,2.330681648066402,3.094079781344827,0.7613347748949691,0.9146960467494476,2.100059318069573,2.332103808720412,1.9796863449429705,-0.0768641357768789,2.392379751054024,-1
3.7892334567278256,-2.120154190945618,3.800623298645791,3.161699846264657,-1.158633230703232,-2.2960060052434144,-1.01586424051491,-2.307498554867795,-2.100456853755928,8.84778021577403,3.7193616409211887,7.377664699477185,-2.141667985690825,3.384916100928215,3.763263139811846,3.3370666051489515,-1
0.8792522316981335,0.8795831754762153,1.0071442054137738,1.3974717985865328,1.5326149577482042,0.1569433070482154,1.9572853780340216,-0.6141237563504984,0.7499207625296433,-0.3061056530304825,0.9737096280502524,0.4852405352300924,1.0788020618912693,1.04146895435119,0.6679483639550371,1.526343665102193,0
3.038005000215549,-0.1065559367755611,-1.0688975939556158,2.706127238454994,2.352800053178232,3.983682361493676,1.9820653913480384,0.3432363774428882,1.8726654985756728,-0.2389793703366846,-0.0804284767539077,-0.7104103008311748,-0.0492078493292555,0.3483091199051609,-0.8921865936038208,-0.0008807076354527,-1
0.982814185524671,1.1252083198122838,0.2825884849761664,1.3799778510828624,0.8901384646764796,1.397000371392315,0.5379918480566429,1.0959894356570186,1.056342464103445,0.7563286486150408,0.2595184463700101,1.527988308058234,1.056653360369008,-0.1598924191214514,0.2908850017188791,0.329835870475919,0
0.4666416459106117,-0.8170308648215703,-0.019920391958556,0.2969232592350288,0.6568700741073529,0.3954294730330573,-0.4125691055535669,-0.123289284730595,-0.8248596454996875,0.1894035020135525,-0.105017425371197,-0.1819508789438219,-0.93515354527877,0.2385786160703927,0.0035998113610013,-0.1289506713550722,0
-1.2338869937062211,-0.2353514965662531,-0.0608984434229074,-1.7256841916909085,-1.158633230703232,-1.3613536434838744,-1.01586424051491,-1.0509996529832588,-0.2611888975354055,-0.8488668169975927,-0.1516994923379478,-1.489690563723694,-0.233985466713995,0.110321916394385,-0.0256173760830391,-0.2558828866252701,0
0.2688110662783691,-0.078186547077102,0.286567846595141,0.3023655757035575,-0.1986045122114038,0.1359250491398463,-0.0819360003619116,0.3979816684628145,-0.1642249931353766,0.6767288396025776,0.3480661937369346,0.7850795041239498,-0.1411620072162451,0.2617164655167422,0.2602645582005472,0.2205888558944571,0
-0.3664219551900109,1.825215940685431,2.528633755995114,0.7749975080564241,0.8901384646764796,-2.2960060052434144,2.064150685347474,-2.307498554867795,1.6693973987954522,-1.283029680138851,2.429015360026281,0.3740426956140796,1.836620832621829,2.2992902359473466,2.554669817691336,2.796227142665199,-1
-0.3601060170898315,-0.2041316288605397,-0.0266844538449329,-0.4099514890484365,-1.158633230703232,-0.2845431808271481,-1.01586424051491,0.500258171367825,-0.2312371452531849,0.4780067778557959,-0.1178076284771116,0.5406607572938009,-0.2024813095494494,-0.1490253658035913,0.0090306031487208,-0.2216660528263031,0
0.7440180828952425,-0.7910674507027649,-0.0019771417594124,0.6425079035092611,1.198306028638424,0.4431005164549174,1.3974584924812063,-0.264089079160645,-0.6681431780511005,-0.0112818192709082,-0.0392504212803598,-0.3375772121678285,-1.1395776400319324,0.5763484179454408,-0.0386706187159026,0.3238230467761198,0
-0.479415594196473,0.0527173286481467,0.0712893585082899,-0.3423155936203121,0.3236173505124644,-0.5083157597152438,0.8060393740991271,-0.7328615562218379,0.0981959066185246,-0.9159985090828808,0.0970992847649661,-0.8758311792330248,-0.1322264966985642,-0.0216550868312337,-0.0151934583757624,0.1960113003299844,0
0.1906756903836239,0.2053580717243119,0.1384336492278481,0.3580497153395702,1.0636251377630117,0.2367268248690437,0.4237311503675613,-0.6174659726363728,0.1217127932818457,-0.6767179159998261,0.0254139172838961,-0.6389667982258984,0.2836630238614847,0.0180276959694389,0.1750245585731544,0.1712421206388641,0
-0.0080782650723108,2.255861661205982,0.5731839488358825,-0.6717089159042267,-0.1986045122114038,-1.078960366188383,0.4453965889649856,-1.1310716824210685,2.047577632955885,0.2358286008092447,0.4445937434346416,-0.8456569031245132,2.5144315714487533,1.298695161896687,0.6896214018373857,0.5815121260561237,0
2.351852865772129,-2.0288331550650605,2.1568463935058606,1.7242572495361057,1.0636251377630117,-0.8056203477466001,2.0171766007985275,-1.0003460529290351,-2.070682097911817,2.9267681398389067,2.24353338139632,1.9708343652601377,-1.9348156068514732,2.7240598169373262,2.2431500221875065,2.4073261164643447,-1
-0.755186985666311,0.1899454310370256,0.4537747747357394,-0.9451191763554666,-1.158633230703232,-1.078960366188383,-1.01586424051491,-0.6548056666136427,0.145191762367931,-0.1375156978607357,0.3585870606975296,-0.3089260867239096,0.1948783638909111,0.3790503492608297,0.4943254318414393,0.2559592144989398,0
-0.4868610867243996,0.0959579770570582,-0.1686347768735103,-0.4406888158392353,-0.1986045122114038,-0.2205424729231384,-1.01586424051491,-0.2223622902859628,-0.0435190312446228,-0.4948267365589985,-0.2895608960281972,-0.4706073096339546,0.1001606821705489,-0.4481603065566943,-0.1347943602789627,-0.3637977254874897,0
