CustomerID,Sum_Quantity,Mean_UnitPrice,Mean_TotalPrice,Sum_TotalPrice,Count_Invoice,Count_Stock,Mean_InvoiceCountPerStock,Mean_StockCountPerInvoice,Mean_UnitPriceMeanPerInvoice,Mean_QuantitySumPerInvoice,Mean_TotalPriceMeanPerInvoice,Mean_TotalPriceSumPerInvoice,Mean_UnitPriceMeanPerStock,Mean_QuantitySumPerStock,Mean_TotalPriceMeanPerStock,Mean_TotalPriceSumPerStock
000nan,405650.0,6.248856057246831,13.125414978364244,1716830.5299999998,1373.0,3401.0,38.45986474566304,95.26729788783685,34.40112525436999,295.4479242534596,41.00537307141321,1250.4228186453022,10.903396742242009,119.27374301675978,14.84171428909815,504.8016847985887
012346,74215.0,1.04,77183.6,77183.6,1.0,1.0,1.0,1.0,1.04,74215.0,77183.6,77183.6,1.04,74215.0,77183.6,77183.6
012747,1275.0,4.3678640776699025,40.73796116504854,4196.009999999999,11.0,42.0,2.4523809523809526,9.363636363636363,4.253948871835235,115.9090909090909,43.64545274170275,381.4554545454546,4.844583333333334,30.357142857142858,27.98369047619047,99.905
012748,25747.0,2.6562785636561475,7.338352557127313,33719.73,209.0,1768.0,2.598981900452489,21.985645933014354,8.916505612334795,123.19138755980862,16.378101116457795,161.3384210526316,2.7264091590598944,14.562782805429864,8.176555582968126,19.072245475113125
012749,1471.0,4.999949748743718,20.55718592964824,4090.88,5.0,160.0,1.24375,39.8,5.095432979810887,294.2,21.871510610997532,818.176,4.7855625,9.19375,20.025447916666668,25.568
012820,722.0,1.9047457627118645,15.97186440677966,942.34,4.0,55.0,1.0727272727272728,14.75,1.902632575757576,180.5,16.05149621212121,235.585,1.8087272727272727,13.127272727272727,15.81618181818182,17.133454545454548
012821,70.0,2.4983333333333335,15.453333333333333,92.72,1.0,6.0,1.0,6.0,2.4983333333333335,70.0,15.453333333333333,92.72,2.4983333333333335,11.666666666666666,15.453333333333333,15.453333333333333
012822,550.0,2.6926086956521735,20.627826086956528,948.8800000000002,2.0,41.0,1.1219512195121952,23.0,2.6214114114114113,275.0,23.668708708708706,474.44,2.61,13.414634146341463,19.514146341463416,23.143414634146342
012823,230.0,7.65,351.9,1759.5,5.0,1.0,5.0,1.0,7.65,46.0,351.9,351.9,7.65,230.0,351.9,1759.5
012824,232.0,2.5356,15.884799999999998,397.11999999999995,1.0,25.0,1.0,25.0,2.5356,232.0,15.8848,397.12,2.5356,9.28,15.8848,15.8848
